SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"344408091545102","01N08W06 Lonoke Shallow","GW","USGS",-91.91429440,34.73543330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=344408091545102"
"344431106393401","06N.03E.18.442 TOME SITE","GW","USGS",-106.66237780,34.74185000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=344431106393401"
"344431106393402","06N.03E.18.442A TOME SITE","GW","USGS",-106.66237780,34.74185000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=344431106393402"
"344431106393403","06N.03E.18.442B TOME SITE WELL","GW","USGS",-106.66237780,34.74185000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=344431106393403"
"344520079281001","SC-040 AT LAURINBURG, NC BLACK CREEK","GW","USGS",-79.46722220,34.75500000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=344520079281001"
"344543091510601","02N08W27DCC1","GW","AR008",-91.85166670,34.76194444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=AR008&site_no=344543091510601"
"344544079263701","SC-142 AT LAURINBURG, NC BLACK CREEK","GW","USGS",-79.44361110,34.76222220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=344544079263701"
"344544112025001","A-16-03 20DDC [Clarkdale]","GW","USGS",-112.04793620,34.76224304,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=344544112025001"
"344651091355102","02N06W24CAA2 at Hazen  S","GW","USGS",-91.59750000,34.78083330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=344651091355102"
"344651091460301","02N07W21 Bayou Two Prairie well","GW","USGS",-91.76756110,34.78083889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=344651091460301"
"344653091382701","02N06W22BCC1 near Hazen","GW","USGS",-91.64094440,34.78133330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=344653091382701"
"345051078012109","DU-157 ROSE HILL RS V32v9 NC-222R SURFICIAL","GW","USGS",-78.02097220,34.84777778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345051078012109"
"345051083041800","OC- 233","GW","USGS",-83.07154040,34.84759270,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345051083041800"
"345057091525601","03N08W32ABB1 UAPB Lonoke","GW","USGS",-91.88111670,34.84947500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345057091525601"
"345145081502900","SP-1581","GW","USGS",-81.84121270,34.86262790,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345145081502900"
"345403085160001","03PP01","GW","USGS",-85.26622220,34.90119444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345403085160001"
"345413091493401","03N08W11ACA1","GW","USGS",-91.82618330,34.90353330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345413091493401"
"345518112332701","B-18-03 26BBC1 [WINEGLASS RANCH]","GW","USGS",-112.55822980,34.92168565,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345518112332701"
"345557112294501","B-18-02 20DBB [PILOTS REST]","GW","USGS",-112.49683940,34.93196350,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345557112294501"
"345603110450301","A-18-15 28AAD1 [Winslow T Well]","GW","USGS",-110.75152420,34.93418918,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345603110450301"
"345609080415102","UN-147 MINERAL SPRINGS RS TRANSITION ZONE WELL","GW","USGS",-80.69757220,34.93599444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345609080415102"
"345609080415103","UN-148 MINERAL SPRINGS RS BEDROCK WELL","GW","USGS",-80.69753610,34.93591944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345609080415103"
"345809077301408","JO-035 NC-173, NCDENR COMFORT RS SURFICIAL","GW","USGS",-77.50333330,34.97000000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345809077301408"
"345812079313401","SC-080 NC-194 NR MARSTON, NC BLACK CREEK","GW","USGS",-79.52833330,34.97055556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345812079313401"
"345830081033100","YRK-3295 YORK COUNTY AIRPORT BEDROCK","GW","USGS",-81.05875000,34.97516667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345830081033100"
"345830081033101","YRK-3296 YORK COUNTY AIRPORT REGOLITH","GW","USGS",-81.05880560,34.97519444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=345830081033101"
"350002110355501","A-19-16 36DDB [Winslow I-40 Well]","GW","USGS",-110.59929800,35.00057760,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350002110355501"
"350034086422800","LI:G-001","GW","USGS",-86.70777630,35.00952980,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350034086422800"
"350232112404901","B-19-04 10CCB2 [WMW 3]","GW","AZ014",-112.68095550,35.04221008,"https://waterdata.usgs.gov/nwis/inventory?agency_code=AZ014&site_no=350232112404901"
"350359106333905","10N.04E.30.144E SOUTHERN PUMPING WELL 1E","GW","USGS",-106.56100560,35.06649167,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350359106333905"
"350403112421801","B-19-04 05ABA1","GW","USGS",-112.70565040,35.06748710,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350403112421801"
"350406089444401","Sh:M-040","GW","USGS",-89.74563989,35.06842476,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350406089444401"
"350414104485101","10N.20E.28.2241 SR-1","GW","USGS",-104.81416670,35.07055556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350414104485101"
"350427112414701","B-20-04 33CBD2 [WMW 2]","GW","AZ014",-112.69716670,35.07405556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=AZ014&site_no=350427112414701"
"350506089483101","Sh:L-089","GW","USGS",-89.80869690,35.08509100,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350506089483101"
"350616112435601","B-20-04 19CBA [Big Chino]","GW","USGS",-112.73295630,35.10445827,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350616112435601"
"350735089593300","Sh:P-076","GW","USGS",-89.99231220,35.12647890,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350735089593300"
"350750085045802","Hm:O-019","GW","USGS",-85.08272980,35.13062839,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350750085045802"
"350751119241102","032S024E21F002M","GW","USGS",-119.40325000,35.13108330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350751119241102"
"350751119241103","032S024E21F003M","GW","USGS",-119.40325000,35.13108330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350751119241103"
"350857089591401","Sh:P-099","GW","USGS",-89.98731189,35.14953400,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350857089591401"
"350900089482300","Sh:Q-001","GW","USGS",-89.80611110,35.15008330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350900089482300"
"350959110562303","05 144-10.70X05.71 (2) [OW-3A (Shallow)]","GW","USGS",-110.94041790,35.16640267,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=350959110562303"
"351022111061801","05 145-05.92x05.31 [OW-1]","GW","USGS",-111.10569940,35.17279000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351022111061801"
"351115085025001","Hm:O-031","GW","USGS",-85.04750000,35.18738889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351115085025001"
"351121083545002","CE-029 NC-192 AT MARBLE, NC REGOLITH","GW","USGS",-83.91388889,35.18916667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351121083545002"
"351126079301401","MO-246 PINEWILD 1 NR PINEHURST,NC BLACK CREEK","GW","USGS",-79.50388889,35.19055556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351126079301401"
"351132079275301","MO-248 PINEHURST 5A AT PINEHURST,NC BLACK CREEK","GW","USGS",-79.46475000,35.19200000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351132079275301"
"351146085122701","Hm:N-051","GW","USGS",-85.20745709,35.19618110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351146085122701"
"351214111022101","05 145-02.25X03.18 [OW-2B]","GW","USGS",-111.03986460,35.20390096,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351214111022101"
"351248085131601","Hm:N-057","GW","USGS",-85.22106890,35.21340270,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351248085131601"
"351303119251401","031S024E20F001M","GW","USGS",-119.42069440,35.21766667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351303119251401"
"351303119251402","031S024E20F002M","GW","USGS",-119.42069440,35.21766667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351303119251402"
"351303119251403","031S024E20F003M","GW","USGS",-119.42069440,35.21766667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351303119251403"
"351303119251404","031S024E20F004M","GW","USGS",-119.42069440,35.21766667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351303119251404"
"351303119251405","031S024E20F005M","GW","USGS",-119.42069440,35.21766667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351303119251405"
"351354092232401","07N13W21BAD1 at Greenbri","GW","USGS",-92.38986110,35.23175000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351354092232401"
"351357106323003","12N.04E.29.433B SANDIA SITE","GW","USGS",-106.54224680,35.23254235,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351357106323003"
"351428085003600","Hm:O-015","GW","USGS",-85.00995119,35.24154400,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351428085003600"
"351508090511301","07N02E02CDD1 CS1-SW19","GW","AR008",-90.85361110,35.25222220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=AR008&site_no=351508090511301"
"351611091140601","08N02W31 Patterson","GW","USGS",-91.23502500,35.26961110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351611091140601"
"351630110561601"," 05 131-10.61X15.52 [BS-09]","GW","USGS",-110.93774170,35.27493889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351630110561601"
"351635110553401"," 05 131-09.96X15.44 [BS-17]","GW","USGS",-110.92601670,35.27642220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351635110553401"
"351654110564101"," 05 131-11.01X15.06 [BS-10]","GW","USGS",-110.94485280,35.28155000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351654110564101"
"351709082434101","TR-066 NC-147 PISGAH FOREST ALLUVIUM","GW","USGS",-82.72805560,35.28583330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351709082434101"
"351730110580701","05 131-12.35X14.36 [BS-06]","GW","USGS",-110.96858610,35.29157500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351730110580701"
"351808082374302","TR-065 NC-144 AT BLANTYRE, NC REGOLITH","GW","USGS",-82.62833330,35.30277778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351808082374302"
"351849078163901","WA-154 NC-148 NR GRANTHAM, NC SURFICIAL","GW","USGS",-78.27277780,35.30972220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351849078163901"
"352012081154301","GS-289 PASOUR MTN RS REGOLITH WELL, PM-25","GW","USGS",-81.26206940,35.33680556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=352012081154301"
"352012081154302","GS-290 PASOUR MTN RS TRANSITION ZONE WELL, PM-3","GW","USGS",-81.26206940,35.33680556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=352012081154302"
"352226089330102","Fa:R-002","GW","USGS",-89.55063220,35.37425086,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=352226089330102"
"352300101291310","DA-06-37-710  (637710)","GW","USGS",-101.48694440,35.38333330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=352300101291310"
"352315082484401","HW-047 NC-40 CHAMPION WELL NR CRUSO REGOLITH","GW","USGS",-82.81222220,35.38777778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=352315082484401"
"352341090213101","09N07E21BBB1 near Heafer","GW","USGS",-90.35851390,35.39478330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=352341090213101"
"352515086011702","Cf:G-028  AEDC-177","GW","USGS",-86.02137430,35.42091157,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=352515086011702"
"352726090523101","10N02E34BBB1 near Fisher","GW","USGS",-90.87536110,35.45716667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=352726090523101"
"352949105144301","15N.16E.28.414 SHERIDAN","GW","USGS",-105.24538890,35.49697220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=352949105144301"
"353135080524201","IR-130 LANGTREE RS MW-2S NR MT MOURNE REGOLITH","GW","USGS",-80.87833330,35.52638889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353135080524201"
"353135080524202","IR-131 LANGTREE RS MW-2I TRANSITION ZONE","GW","USGS",-80.87833330,35.52666667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353135080524202"
"353135080524203","IR-132 LANGTREE RS MW-2D QUARTZ DIORITE","GW","USGS",-80.87833330,35.52666667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353135080524203"
"353146105144801","15N.16E.16.1444 ROMEROVILLE","GW","USGS",-105.24670000,35.52693889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353146105144801"
"353219077153801","PI-532 NC-160 NR SIMPSON, NC SURFICIAL","GW","USGS",-77.26138889,35.53833330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353219077153801"
"353229119050601","027S027E32A001M","GW","USGS",-119.08508330,35.54152778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353229119050601"
"353229119050602","027S027E32A002M","GW","USGS",-119.08508330,35.54152778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353229119050602"
"353229119050603","027S027E32A003M","GW","USGS",-119.08508330,35.54152778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353229119050603"
"353229119050604","027S027E32A004M","GW","USGS",-119.08508330,35.54152778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353229119050604"
"353232089115601","Ha:H-007","GW","USGS",-89.19894440,35.54213889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353232089115601"
"353509078404101","WK-433 NC HWY 42 NEAR WILLOW SPRING, NC REGOLITH","GW","USGS",-78.67805560,35.58583330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353509078404101"
"353509078404102","WK-434 NC HWY 42 NEAR WILLOW SPRING, NC BEDROCK","GW","USGS",-78.67805560,35.58583330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353509078404102"
"353606090510701","11N02E11BDC1 near Weiner","GW","USGS",-90.85194440,35.60152778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353606090510701"
"353827076293001","HY-194 AT POCOSIN LAKES NWR SURFICIAL","GW","USGS",-76.49165278,35.64075830,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353827076293001"
"353831090502401","12N02E26DAD1 PN3-SW26","GW","AR008",-90.83970000,35.64476667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=AR008&site_no=353831090502401"
"353833078493301","WK-435 PARRISH WOMBLE PK HOLLY SPRINGS, NC BEDROCK","GW","USGS",-78.82583330,35.64250000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353833078493301"
"353922083345600","Sv:E-002","GW","USGS",-83.58211068,35.65620264,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=353922083345600"
"354056106215801","17N.05E.24.344 DOME ROAD WELL","GW","USGS",-106.36669450,35.68141750,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354056106215801"
"354057080362601","RO-149 NC-193 PIEDMONT RS 1 NR BARBER REGOLITH","GW","USGS",-80.60704720,35.68278330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354057080362601"
"354126076314201","HY-193 AT POCOSIN LAKES NWR SURFICIAL","GW","USGS",-76.52830000,35.69034444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354126076314201"
"354133082042201","MC-107 NEAR PLEASANT GARDENS RS, NC REGOLITH","GW","USGS",-82.07294440,35.69261110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354133082042201"
"354133082042203","MC-109 NEAR PLEASANT GARDENS, NC BEDROCK","GW","USGS",-82.07294440,35.69261110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354133082042203"
"354144078460101","WK-436 CROWDER PARK NR HOLLY SPRINGS NC REGOLITH","GW","USGS",-78.76694440,35.69555556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354144078460101"
"354144078460102","WK-437 CROWDER CO PK NR HOLLY SPRINGS, NC BEDROCK","GW","USGS",-78.76694440,35.69555556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354144078460102"
"354216076271201","WS-144 AT POCOSIN LAKES NWR SURFICIAL","GW","USGS",-76.45469440,35.70272220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354216076271201"
"354223088380201","Md:N-001","GW","USGS",-88.63394300,35.70645754,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354223088380201"
"354227076232901","TY-156 AT POCOSIN LAKES NWR SURFICIAL","GW","USGS",-76.39133330,35.70755000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354227076232901"
"354302081433201","BK-126 GLEN ALPINE RS NEAR MORGANTON, NC BEDROCK","GW","USGS",-81.72555560,35.71722220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354302081433201"
"354302081433202","BK-127 GLEN ALPINE RS NR MORGANTON, NC REGOLITH","GW","USGS",-81.72555560,35.71722220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354302081433202"
"354315078300101","WK-332 RALEIGH RS WC-2S NR RALEIGH, NC REGOLITH","GW","USGS",-78.50055560,35.72083330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354315078300101"
"354315078300103","WK-334 RALEIGH RS WC-2D NR RALEIGH,NC GRANITE BED","GW","USGS",-78.50055560,35.72083330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354315078300103"
"354359078403104","WK-283 LAKE WHEELER RS MW-2D BEDROCK WELL","GW","USGS",-78.67555560,35.73305556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354359078403104"
"354418076463601","WS-100 NC-158 NR HOKE, NC SURFICIAL","GW","USGS",-76.77527778,35.73888889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354418076463601"
"354616081085101","CW-350 OXFORD RS NR CLAREMONT TRANSITION ZONE","GW","USGS",-81.14734720,35.77105000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354616081085101"
"354616081085102","CW-351 OXFORD RS NR CLAREMONT, NC BEDROCK","GW","USGS",-81.14734720,35.77105000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354616081085102"
"354649078400701","WK-427 ROCKY BRANCH RS RB-1 AT RALEIGH NC REGOLITH","GW","USGS",-78.66861110,35.78027778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354649078400701"
"354649078400702","WK-428 ROCKY BRANCH RS RB-2 AT RALEIGH NC BEDROCK","GW","USGS",-78.66861110,35.78027778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354649078400702"
"354748078315901","WK-426 FARMWELL RD NEAR RALEIGH, NC BEDROCK","GW","USGS",-78.53305560,35.79666667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354748078315901"
"354817090303001","14N05E36BAD1 near Jonesboro, AR","GW","USGS",-90.50860560,35.80489167,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354817090303001"
"354818078234101","WK-429 WENDELL MS NEAR WENDELL, NC BEDROCK","GW","USGS",-78.39472220,35.80500000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354818078234101"
"354855078553201","CH-252 NEW HOPE CHURCH RD CARY, NC BEDROCK","GW","USGS",-78.92555560,35.81527778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354855078553201"
"354916090512501","14N02E27AAA1 near Cash","GW","USGS",-90.85680560,35.82102778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=354916090512501"
"355031081243202","CD-101 GRANITE FALLS RS TRANSITION ZONE WELL","GW","USGS",-81.40906670,35.84197778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355031081243202"
"355031081243203","CD-102 GRANITE FALLS RS BEDROCK WELL","GW","USGS",-81.40908330,35.84208330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355031081243203"
"355120105593901","19N.09E.28.121 CUYAMUNGUE DEEP PIEZOMETER","GW","USGS",-105.99416670,35.85555556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355120105593901"
"355120105593902","19N.09E.28.121A CUYAMUNGUE SHALLOW PIEZOMETER","GW","USGS",-105.99416670,35.85555556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355120105593902"
"355254112054901","A-29-03 20CBA1 [PINYON PLAIN MINE PERCHED GW WELL]","GW","USGS",-112.09681390,35.88154444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355254112054901"
"355359080331701","DV-025 NC-142) NR MOCKSVILLE, NC REGOLITH","GW","USGS",-80.55478060,35.89981944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355359080331701"
"355457078232701","WK-432 PULLEY TOWN RD NR ROLESVILLE, NC BEDROCK","GW","USGS",-78.39083330,35.91583330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355457078232701"
"355635078385101","WK-368 BAY LEAF FS, RALEIGH, NC BEDROCK","GW","USGS",-78.68400000,35.94300000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355635078385101"
"355657078342601","WK-431 FOREST RIDGE PARK WAKE FOREST, NC BEDROCK","GW","USGS",-78.57388889,35.94916667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355657078342601"
"355927092122401","16N12W25DCB1 Webb Cabin","GW","USGS",-92.20633060,35.99013056,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355927092122401"
"355933119062001","022S027E30D002M","GW-EX","USGS",-119.10650000,35.99291667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355933119062001"
"355944079013401","OR-691 DUKE FOREST RS DF-1I NR EUBANKS, NC TR ZN","GW","USGS",-79.02604720,35.99569167,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=355944079013401"
"360055110304001","04 075-00.61X16.21 [BMOB-5]","GW","USGS",-110.51208000,36.01416800,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360055110304001"
"360252090173201","Cardwell Alluvial Aquifer","GW","USGS",-90.29227780,36.04900000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360252090173201"
"360252090173202","Cardwell McNairy Formation","GW","USGS",-90.29227780,36.04900000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360252090173202"
"360352078414401","WK-430 NC HWY 50 NEAR NEW LIGHT, NC BEDROCK","GW","USGS",-78.69555560,36.06444444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360352078414401"
"360425089485001","Steele","GW","USGS",-89.81355560,36.07352778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360425089485001"
"360521085432600","Pm:C-001","GW","USGS",-85.72388889,36.08913889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360521085432600"
"360536094105701","UA WREC 6","GW","USGS",-94.18266670,36.09352778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360536094105701"
"360543084343101","MG:F-005","GW","USGS",-84.57521670,36.09535377,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360543084343101"
"360553087352201","Hs:L-008","GW","USGS",-87.58950000,36.09802778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360553087352201"
"360905087070201","Ch:D-002","GW","USGS",-87.11722729,36.15144676,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360905087070201"
"361145089394101","Caruthersville","GW","USGS",-89.66130560,36.19588889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361145089394101"
"361225110240701","04 074-08.95X02.95 [BMOB-6]","GW","USGS",-110.41069030,36.20777575,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361225110240701"
"361232115061001","212  S20 E61 13ABDB1    CNLV Diana Terrace","GW","USGS",-115.10527940,36.21580340,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361232115061001"
"361334120035101","020S018E06D001M","GW-EX","USGS",-120.06516670,36.22630556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361334120035101"
"361400115040901","212  S20 E62 05CAAA1    CNLV Wilshire","GW","USGS",-115.07000150,36.23330368,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361400115040901"
"361626115090701","212  S19 E61 21DDB 1    CNLV Regional Park 1","GW","USGS",-115.15944900,36.28107900,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361626115090701"
"361646081430401","WT-100 TATER HILL RS ASU-1I TRANSITION NR BOONE,NC","GW","USGS",-81.71763889,36.27952778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361646081430401"
"361704115121901","212  S19 E61 19BC  1    CNLV Deer Springs","GW","USGS",-115.20472780,36.28441149,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361704115121901"
"361829076163201","PK-141 NC-195 NR ELIZABETH CITY, NC SURFICIAL","GW","USGS",-76.27527778,36.30833330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361829076163201"
"361854094575101","21N-22E-09 BD  1","GW","USGS",-94.96416670,36.31500000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361854094575101"
"361935120134501","018S016E33A001M","GW-EX","USGS",-120.22991670,36.32655556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=361935120134501"
